galaxy,fit_status,n_points,Q,Inc_deg,Rdisk_kpc,Vflat_kms,Rmax_kpc,radial_break_kpc,n_inner,n_outer,quality_primary,upsilon_disk,upsilon_bulge,nfw_full_success,nfw_full_params,nfw_full_weighted_mse,nfw_full_relative_rmse,nfw_full_mean_abs_fractional_error,nfw_outer_success,nfw_outer_params,nfw_outer_fit_weighted_mse,nfw_outer_full_weighted_mse,nfw_outer_relative_rmse,nfw_outer_mean_abs_fractional_error,iso_full_success,iso_full_params,iso_full_weighted_mse,iso_full_relative_rmse,iso_full_mean_abs_fractional_error,log_full_success,log_full_params,log_full_weighted_mse,log_full_relative_rmse,log_full_mean_abs_fractional_error,iso_beats_nfw_full,log_beats_nfw_full,inner_gap_mean_norm_after_outer_nfw,inner_gap_negative_fraction_after_outer_nfw,central_overshoot_after_outer_nfw,inner_gap_density_mean,inner_gap_density_negative_fraction,nfw_full_outer_slope_mean,nfw_outer_outer_slope_mean,target_outer_slope_mean,nfw_full_shallow_outer,skip_reason
NGC7793,ok,46,1.0,47.0,1.21,0.0,7.87,2.662,29.0,17.0,True,0.5,0.7,True,"{""nfw_amp"": 342189.5464747858, ""nfw_r_s_kpc"": 9.047364312699557}",0.988008971342096,0.5937327054813123,0.9077010465786791,True,"{""nfw_outer_amp"": 67091.2189089809, ""nfw_outer_r_s_kpc"": 2.2860782276331038}",0.5293792797181728,5.315975678755933,1.4447247343747984,2.492621623095126,True,"{""iso_v0_kms"": 82.14198150205516, ""iso_r_c_kpc"": 1.8152521034569151}",0.8847290138532913,0.556613144971495,0.4948689899924824,True,"{""log_amp"": 12638.472066960256, ""log_r0_kpc"": 6.033406744080569}",1.0185890655568657,0.5950478695563487,0.9087527331576225,True,False,-1.379161813963446,1.0,True,-169140554.1918026,0.8620689655172413,-0.4621816971935721,-0.9597882332261537,-0.7192159969288279,True,
NGC7814,ok,18,1.0,90.0,2.54,218.9,19.53,7.203999999999999,6.0,12.0,True,0.5,0.7,True,"{""nfw_amp"": 3705754.1765057086, ""nfw_r_s_kpc"": 20.32963818432948}",0.6390892063659941,1.1194938093104612,0.4123360945449981,True,"{""nfw_outer_amp"": 2289840.166469461, ""nfw_outer_r_s_kpc"": 14.247468131871623}",0.07830865150589354,0.7990922565186789,1.1714114090040433,0.4796881611966158,True,"{""iso_v0_kms"": 190.45090514723805, ""iso_r_c_kpc"": 5.753611227932652}",0.3239530905870547,0.9515419151684835,0.25697066706705685,True,"{""log_amp"": 57224.60056684174, ""log_r0_kpc"": 12.14600493464446}",0.6787517159558282,1.1276964733255237,0.4219911796707551,True,False,-0.7099129173496033,1.0,True,8378283.201009321,0.0,-0.5422225865951628,-0.6688863839177094,-0.618846848565943,True,
PGC51017,ok,6,3.0,66.0,0.53,18.6,3.63,1.4849999999999999,3.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 32.62184439276965, ""nfw_r_s_kpc"": 0.03000000000000001}",0.2741452115193782,0.538130255162844,0.42837982060518137,True,"{""nfw_outer_amp"": 455.99686473715286, ""nfw_outer_r_s_kpc"": 3.353847078241825}",0.0007882345519073813,0.7520059862267116,0.9813561730530171,0.3247822200686797,True,"{""iso_v0_kms"": 6.67564158658228, ""iso_r_c_kpc"": 0.010000000000000014}",0.5811055565886182,0.8656900325998556,0.5056440635179554,True,"{""log_amp"": 44.56871084973161, ""log_r0_kpc"": 0.001000000000000001}",0.5814007031390528,0.8659552041445071,0.5055689492803698,False,False,0.6038948449153931,0.3333333333333333,False,720417.0540803848,0.6666666666666666,-1.7157812771423686,-0.6056700071306349,-0.5998903714808799,False,
UGC00128,ok,22,1.0,57.0,5.95,129.3,53.75,19.6165,8.0,14.0,True,0.5,0.7,True,"{""nfw_amp"": 1187792.7114028255, ""nfw_r_s_kpc"": 17.76899373859378}",0.48536430264902725,0.35783689403040797,0.12593868782075257,True,"{""nfw_outer_amp"": 1348119.2896843015, ""nfw_outer_r_s_kpc"": 20.0379285528584}",0.4351340085862624,0.6595849108278534,0.3079266039222845,0.11589929730563285,True,"{""iso_v0_kms"": 120.59856213482716, ""iso_r_c_kpc"": 5.895585129972955}",0.45939466634370335,0.07673381059392592,0.04657352146273432,True,"{""log_amp"": 17114.524995466218, ""log_r0_kpc"": 6.616054924065265}",0.5650952362153926,0.5079476815152838,0.1703736658262928,True,False,-0.07701161436194873,0.375,False,560938.8497885464,0.25,-0.9745922662690018,-0.9301266084758755,-1.2292611172575383,False,
UGC00191,ok,9,1.0,45.0,1.58,0.0,9.98,3.4760000000000004,6.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 284083.41769300314, ""nfw_r_s_kpc"": 9.967270135814113}",1.9025471072081959,0.28196692247479915,0.1974212521828471,True,"{""nfw_outer_amp"": 132149.26611479447, ""nfw_outer_r_s_kpc"": 5.506858879242784}",0.40657408890183916,6.273507036971141,0.374300218802623,0.28632342236355673,True,"{""iso_v0_kms"": 72.15445444058426, ""iso_r_c_kpc"": 1.7599923701565827}",0.6371125307233907,0.14975767591671885,0.1131107281878884,True,"{""log_amp"": 9147.04045553598, ""log_r0_kpc"": 6.298965412455003}",2.038267449389837,0.2881758990328947,0.2042588093794583,True,False,-0.2008006373208848,0.6666666666666666,False,2555783.495593956,0.3333333333333333,-0.5071348884876442,-0.7092584233815532,-0.527956004643821,True,
UGC00634,skipped,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,too few points or zero residual scale
UGC00731,ok,12,1.0,57.0,2.3,73.3,10.91,5.06,5.0,7.0,True,0.5,0.7,True,"{""nfw_amp"": 182463.0289497728, ""nfw_r_s_kpc"": 8.443342585536191}",0.24087045528135545,0.08650393599156508,0.05209361821610583,True,"{""nfw_outer_amp"": 95369.46516643383, ""nfw_outer_r_s_kpc"": 4.9647048165498004}",0.015114807060277286,1.787506808914811,0.2858945842726282,0.11706272553698342,True,"{""iso_v0_kms"": 65.01560555837395, ""iso_r_c_kpc"": 2.0303119396520355}",0.25913365411197214,0.08916365455921851,0.052571702854785,True,"{""log_amp"": 6671.217073069759, ""log_r0_kpc"": 4.980897004050463}",0.3505544310450632,0.09720598337391544,0.06566295458086269,False,False,-0.27070247639415845,1.0,True,235591.93963264552,0.4,-0.6854981804768217,-0.8873029705261121,-0.8369217885869895,True,
UGC00891,skipped,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,too few points or zero residual scale
UGC01230,ok,11,1.0,22.0,4.34,103.7,36.54,9.548,6.0,5.0,False,0.5,0.7,True,"{""nfw_amp"": 568415.4770519243, ""nfw_r_s_kpc"": 13.223223943527865}",1.2176839554284993,0.5169131829539672,0.7783043096105728,True,"{""nfw_outer_amp"": 260562.32641621414, ""nfw_outer_r_s_kpc"": 5.863634954996481}",0.042976828552088175,3.595018124851775,1.0244303075730044,1.5172825986860212,True,"{""iso_v0_kms"": 97.38087836496673, ""iso_r_c_kpc"": 3.3731569834174393}",0.38892060341652956,0.25680480798553396,0.3332680917003717,True,"{""log_amp"": 11934.029311913264, ""log_r0_kpc"": 7.374842067778336}",1.4651424972439833,0.5355872524027185,0.7980743312153159,True,False,-0.5964386318106829,0.6666666666666666,False,5727840.125397057,0.0,-0.909494696771034,-1.1887138718165102,-0.6556174014477394,False,
UGC01281,ok,25,1.0,90.0,1.63,55.2,4.99,2.6499999999999995,17.0,8.0,True,0.5,0.7,True,"{""nfw_amp"": 102652681689.53387, ""nfw_r_s_kpc"": 9999.999981181461}",1.2084698016434778,0.34399627976559194,0.5062649053299804,True,"{""nfw_outer_amp"": 66725.8057865276, ""nfw_outer_r_s_kpc"": 4.816175435139784}",0.018712616824977234,12.482369258014112,1.1126717187284718,1.6475421197109135,True,"{""iso_v0_kms"": 63.02886987735877, ""iso_r_c_kpc"": 3.03970691144719}",0.42001208977451326,0.17688945674198103,0.15079876116510146,True,"{""log_amp"": 5132255.409354314, ""log_r0_kpc"": 9999.999999999494}",1.2082081571322012,0.34396482740098777,0.5062098824059866,True,True,-1.3646563694005927,1.0,True,-24562400.40676342,0.7058823529411765,-0.0004942170945774205,-0.6010338435249558,-0.41361572707301586,True,
UGC02023,skipped,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,too few points or zero residual scale
UGC02259,ok,8,2.0,41.0,1.62,86.2,8.14,3.5640000000000005,3.0,5.0,True,0.5,0.7,True,"{""nfw_amp"": 113564.3766953017, ""nfw_r_s_kpc"": 3.874340407800161}",0.2272405922153488,0.02899489045854737,0.03168230831159001,True,"{""nfw_outer_amp"": 172958.5482067055, ""nfw_outer_r_s_kpc"": 5.522592570048464}",0.11233929572321619,0.834901426803539,0.13781318200891088,0.07121862679820977,True,"{""iso_v0_kms"": 79.47796588164292, ""iso_r_c_kpc"": 1.2155656835732378}",0.31704386174295257,0.06307673681938064,0.04753429560102331,True,"{""log_amp"": 7970.927307276695, ""log_r0_kpc"": 1.7011882527858848}",0.1953798985829236,0.04512353310632182,0.029447421214724726,False,True,0.15091846418191157,0.0,False,-2299594.267309609,1.0,-0.8691604538795126,-0.7343135885041889,-0.66862771695709,False,
UGC02455,ok,8,3.0,51.0,0.99,0.0,4.03,2.178,4.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 0.028573905871167135, ""nfw_r_s_kpc"": 755.614491514741}",43.4596898026678,1.0000000000199858,1.0000000000362874,True,"{""nfw_outer_amp"": 0.011057878860131381, ""nfw_outer_r_s_kpc"": 454.52459253517475}",12.83458678790451,43.45968980279297,1.0000000000213387,1.0000000000387,True,"{""iso_v0_kms"": 0.6262593528228585, ""iso_r_c_kpc"": 1896.9043348763562}",43.45968981518943,1.0000000001272542,1.0000000003872724,True,"{""log_amp"": 0.0001307153234237791, ""log_r0_kpc"": 407.2709883236108}",43.459689824630544,1.0000000002560883,1.000000000464658,False,False,-0.983301338654709,1.0,True,-2992446.4707645155,0.75,-0.005759527633212969,-0.009549014519105725,121.19866539268843,True,
UGC02487,ok,17,1.0,36.0,7.89,332.0,80.38,28.131999999999998,6.0,11.0,True,0.5,0.7,True,"{""nfw_amp"": 6761631.524085144, ""nfw_r_s_kpc"": 15.27152108096483}",0.5421279972030931,0.08162706922699399,0.06541354323547777,True,"{""nfw_outer_amp"": 5538389.475617902, ""nfw_outer_r_s_kpc"": 11.852009892005304}",0.4432314289452689,0.9442312009212552,0.11825628832126223,0.08267719073578618,True,"{""iso_v0_kms"": 304.3619229279693, ""iso_r_c_kpc"": 4.350348160359434}",0.6617093010727609,0.057979593114439,0.054191685048441796,True,"{""log_amp"": 95140.42967339826, ""log_r0_kpc"": 1.7931981470264644}",0.7093043192878568,0.0577942165398438,0.05628823428123625,False,False,-0.11771163406350414,1.0,False,-28257088.89001676,0.6666666666666666,-1.158409186054904,-1.2367684064322624,-0.9934057265870974,False,
UGC02885,ok,19,1.0,64.0,11.4,289.5,74.07,28.433999999999997,7.0,12.0,True,0.5,0.7,True,"{""nfw_amp"": 11589523.970262244, ""nfw_r_s_kpc"": 40.26377679928028}",1.2012352681432663,0.8096586642352661,0.11202337724501349,True,"{""nfw_outer_amp"": 31301696.813957263, ""nfw_outer_r_s_kpc"": 83.98979776246031}",0.026871501683476687,1.6092584225518287,0.8649152339616089,0.14507667000557628,True,"{""iso_v0_kms"": 243.67749271365648, ""iso_r_c_kpc"": 11.280382128447844}",1.7903758858227417,0.9233802818577945,0.17315590860038677,True,"{""log_amp"": 76503.40075508671, ""log_r0_kpc"": 16.05409062579743}",1.076766624532051,0.7706244928110791,0.1078574380016262,False,True,0.4062522038364998,0.0,False,9023608.370769085,0.2857142857142857,-0.7955545192727976,-0.526812952175756,-0.6012078352282769,False,
UGC02916,ok,43,2.0,50.0,6.15,182.7,38.0,10.154,30.0,13.0,True,0.5,0.7,True,"{""nfw_amp"": 4809400701.085759, ""nfw_r_s_kpc"": 1531.2096312776991}",7.311460869915815,0.9818975155173176,0.8030710296178686,True,"{""nfw_outer_amp"": 1109544.3324154767, ""nfw_outer_r_s_kpc"": 11.116745081243847}",0.06927023767593404,15.781095021655997,0.9485168725875197,1.179155999049846,True,"{""iso_v0_kms"": 192.65395777822565, ""iso_r_c_kpc"": 13.604075622988981}",5.479313331860842,0.9965125642560948,0.700403770139446,True,"{""log_amp"": 1274841.3465051304, ""log_r0_kpc"": 1244.2315783221297}",7.311527690789562,0.9819112221946439,0.8031845769068112,True,False,-0.0061538699911431365,0.9,False,-40142662.89464136,0.4,-0.018070169899879068,-0.9071655617779748,-1.0401708155260467,True,
UGC02953,ok,115,2.0,50.0,3.55,264.9,62.39,7.8100000000000005,67.0,48.0,True,0.5,0.7,True,"{""nfw_amp"": 14576630.993771851, ""nfw_r_s_kpc"": 38.13408827803859}",0.8196303605769213,0.9854740037823186,0.5101328836869888,True,"{""nfw_outer_amp"": 2796270.551725276, ""nfw_outer_r_s_kpc"": 11.414259656155453}",0.009172862329149937,1.8630520558574084,0.9728249647131059,0.8206783869283776,True,"{""iso_v0_kms"": 259.08225845196114, ""iso_r_c_kpc"": 6.898735328507657}",0.5505097258974325,0.9978250320483784,0.30725026400465016,True,"{""log_amp"": 129526.07750258001, ""log_r0_kpc"": 25.78681704289602}",0.8366152525087496,0.9854566913411134,0.5194513752454243,True,False,0.129609857979122,0.8955223880597015,False,-236317080.51737866,0.5970149253731343,-0.5855563516622287,-1.0080093473132323,-0.7042467242214352,True,
UGC03205,ok,48,1.0,67.0,3.19,219.6,40.04,7.018000000000001,20.0,28.0,True,0.5,0.7,True,"{""nfw_amp"": 1173222.4411367138, ""nfw_r_s_kpc"": 8.383824548963307}",1.415489915044712,0.5845356840638143,0.8947866779156216,True,"{""nfw_outer_amp"": 2680001.0513966605, ""nfw_outer_r_s_kpc"": 17.42721510716649}",0.3579920202279875,2.511975008164273,0.6238764628261321,0.6073248388421694,True,"{""iso_v0_kms"": 172.19118711702933, ""iso_r_c_kpc"": 2.3230066376135046}",0.8700356507640249,0.6398016796132653,0.4843233615088483,True,"{""log_amp"": 34998.57564064952, ""log_r0_kpc"": 2.9556677019400657}",1.2325295524475468,0.61900976804984,1.075386448099388,True,True,0.2784079537858173,0.2,False,27392227.64674633,0.45,-0.9216443632748245,-0.6545011788598494,-0.9707790350803915,False,
UGC03546,ok,30,1.0,55.0,3.79,196.9,29.23,8.338000000000001,17.0,13.0,True,0.5,0.7,True,"{""nfw_amp"": 234010966557.74463, ""nfw_r_s_kpc"": 9999.99999999999}",1.6184173663225585,1.0299671792871516,0.8029322113115244,True,"{""nfw_outer_amp"": 4059112.557498174, ""nfw_outer_r_s_kpc"": 28.839132894969786}",0.027515468899448663,2.1351018412727636,1.0620903411767746,0.9975696902675952,True,"{""iso_v0_kms"": 191.22660894606753, ""iso_r_c_kpc"": 13.261628098217338}",1.2445961237792302,1.0042263652584495,0.6548926087504137,True,"{""log_amp"": 11694628.09436778, ""log_r0_kpc"": 9999.99999999999}",1.6183089179802699,1.0299521685088726,0.802875325987046,True,True,-0.681783779770636,1.0,True,-5243129.527519242,0.4117647058823529,-0.00228796040971237,-0.5038171830094733,-0.3534137428988275,True,
UGC03580,ok,47,2.0,63.0,2.43,126.2,27.06,5.346000000000001,30.0,17.0,True,0.5,0.7,True,"{""nfw_amp"": 95245064659.4604, ""nfw_r_s_kpc"": 9999.999999986065}",24.620836397872818,1.0365369029726412,0.9765794847079117,True,"{""nfw_outer_amp"": 5894177.543939587, ""nfw_outer_r_s_kpc"": 55.647396310792715}",0.36041977175860923,30.33032812646791,1.0870049042547556,1.3076558481905187,True,"{""iso_v0_kms"": 143.5879424208955, ""iso_r_c_kpc"": 14.403971519935238}",18.845999817359903,1.002347969102068,0.6933092546200249,True,"{""log_amp"": 4760896.770829668, ""log_r0_kpc"": 9999.99999999992}",24.61830317649436,1.036524484076765,0.9764410521119044,True,True,-0.5550954665574948,0.9666666666666667,True,-115293515.09132908,0.5,-0.0018459244001894587,-0.2634421094460175,-0.36307527716657395,True,
UGC04278,ok,25,1.0,90.0,2.21,91.4,6.69,4.793999999999999,17.0,8.0,True,0.5,0.7,True,"{""nfw_amp"": 169257938878.07922, ""nfw_r_s_kpc"": 9999.99999998015}",1.1247928342050064,0.28777428462646754,0.44583399456508493,True,"{""nfw_outer_amp"": 572270.5486468435, ""nfw_outer_r_s_kpc"": 13.00682666495959}",0.03901224152698911,7.654442790932574,0.7697678296383516,1.1065939195717571,True,"{""iso_v0_kms"": 111.14320764439054, ""iso_r_c_kpc"": 6.1218068483897286}",0.5628032369500325,0.20254382483641828,0.2061152609419735,True,"{""log_amp"": 8461891.430016326, ""log_r0_kpc"": 9999.99999999999}",1.1243471523572293,0.2877163318269518,0.4457469086635479,True,True,-0.9804251130906759,1.0,True,-4106253.888012034,0.6470588235294118,-0.0007744604122152943,-0.42352662628186843,0.062293315958799944,True,
UGC04305,ok,22,3.0,40.0,1.16,34.5,5.52,2.552,10.0,12.0,False,0.5,0.7,True,"{""nfw_amp"": 1986.2162362310048, ""nfw_r_s_kpc"": 2.983765691431704}",1.5702011565171865,0.8393787719184541,1.2726020170827825,True,"{""nfw_outer_amp"": 65.93318580356538, ""nfw_outer_r_s_kpc"": 0.030000000000000103}",0.2789486315807058,16.17293731959708,1.7870385839642118,2.756041908716953,True,"{""iso_v0_kms"": 13.608866627519541, ""iso_r_c_kpc"": 0.8353730278530483}",1.4138055673570848,0.7675222794035984,1.4340781080495,True,"{""log_amp"": 210.84504486805474, ""log_r0_kpc"": 2.1078665668761953}",1.5915226821997757,0.8509911223725464,1.2827346623691824,True,False,-0.07544189332032285,0.3,False,4935904.569898937,0.3,-0.8229492525037042,-1.7479833901067643,-102.5608397407085,False,
UGC04325,ok,8,1.0,41.0,1.86,90.9,5.59,4.0920000000000005,5.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 178617.1231992467, ""nfw_r_s_kpc"": 4.95577614261123}",1.7725360769836802,0.20472651790415927,0.13804455445701147,True,"{""nfw_outer_amp"": 77166.13051228884, ""nfw_outer_r_s_kpc"": 2.5438369159890257}",0.009717173337370877,4.367744679313077,0.3737406810261054,0.16457884549649834,True,"{""iso_v0_kms"": 85.1968646781769, ""iso_r_c_kpc"": 1.2706991275867174}",0.34792359025705005,0.08249065403341638,0.061453300399148314,True,"{""log_amp"": 11414.438644005002, ""log_r0_kpc"": 3.069791523837693}",2.00308972028728,0.21126890561846257,0.14893975733489456,True,False,-0.17562994470413235,0.6,False,-259581.7152473859,0.4,-0.6678367669689216,-0.9217990280172161,-1.0405447364411131,True,
UGC04483,ok,8,2.0,58.0,0.18,0.0,1.21,0.4764999999999999,3.0,5.0,True,0.5,0.7,True,"{""nfw_amp"": 29741.897434889437, ""nfw_r_s_kpc"": 5.629022292725289}",0.45812095825002946,0.3258082290477809,0.33745798433822627,True,"{""nfw_outer_amp"": 3422.0479305142244, ""nfw_outer_r_s_kpc"": 1.5073530366972279}",0.11774520905949057,0.920156467380759,0.581015521745648,0.559616212454611,True,"{""iso_v0_kms"": 22.104447616750065, ""iso_r_c_kpc"": 0.5250113638009882}",0.16858064304251374,0.150373454007141,0.15520016696914157,True,"{""log_amp"": 1939.7502721701824, ""log_r0_kpc"": 4.145111615566647}",0.4607207317157229,0.32458946279022516,0.33645012528948515,True,False,-0.926658966063846,1.0,True,42918260.89535435,0.3333333333333333,-0.18345937255871442,-0.5076101400880667,-0.6718275027675503,True,
UGC04499,ok,9,1.0,50.0,1.73,72.8,8.18,3.806,4.0,5.0,True,0.5,0.7,True,"{""nfw_amp"": 609196.5533963533, ""nfw_r_s_kpc"": 18.846279882803135}",0.8925179140890322,0.30085602204754897,0.30165564176306126,True,"{""nfw_outer_amp"": 148577.12414934518, ""nfw_outer_r_s_kpc"": 7.368605948246399}",0.050081167429254905,2.040733348060239,0.49936845178359196,0.4673589619705254,True,"{""iso_v0_kms"": 67.00448618400377, ""iso_r_c_kpc"": 2.864975173804198}",0.15485734293217213,0.11569752668597123,0.1206766575908881,True,"{""log_amp"": 11360.921218122434, ""log_r0_kpc"": 13.25261418291413}",0.9155822572686027,0.300470232662251,0.30296025287521444,True,False,-0.4697454034600598,1.0,True,-1384379.4485566197,0.5,-0.3427692270025993,-0.6443295968641053,-0.5977274489867022,True,
UGC05005,ok,11,1.0,41.0,3.2,98.9,28.61,7.040000000000001,5.0,6.0,True,0.5,0.7,True,"{""nfw_amp"": 14699544.373354297, ""nfw_r_s_kpc"": 131.44305532464656}",0.21430682006049204,0.3237510221059797,0.45758421936077753,True,"{""nfw_outer_amp"": 1675271.683146154, ""nfw_outer_r_s_kpc"": 34.87704584062141}",0.0609088473294492,0.6282334737324491,0.6226365910304109,0.8388760838429113,True,"{""iso_v0_kms"": 97.75542309611049, ""iso_r_c_kpc"": 10.035511148385497}",0.01581894270499521,0.058496909417011356,0.07049131767068127,True,"{""log_amp"": 41274.156415254285, ""log_r0_kpc"": 97.36666788173241}",0.21611375774482278,0.32265413115248054,0.4560718166643884,True,False,-0.8868062503916391,1.0,True,-944372.2258731739,0.8,-0.16183943288359792,-0.4585580091905703,-0.5457648949883463,True,
UGC05253,ok,73,2.0,37.0,8.07,213.7,53.29,6.898,51.0,22.0,True,0.5,0.7,True,"{""nfw_amp"": 23712921.132018235, ""nfw_r_s_kpc"": 72.94262799900794}",0.2663850479747227,0.9891480810672401,0.2407974825069734,True,"{""nfw_outer_amp"": 5654979.31676369, ""nfw_outer_r_s_kpc"": 28.533910766360147}",0.023169902292982266,0.5776622263269444,0.9842148227160976,0.4475607427058991,True,"{""iso_v0_kms"": 196.66573943281122, ""iso_r_c_kpc"": 7.890038298246162}",0.25215691185911876,0.9982949910969416,0.1886473357380267,True,"{""log_amp"": 115718.65587479899, ""log_r0_kpc"": 51.90496426710403}",0.2690198373399672,0.9891463004315284,0.2425885310548058,True,False,0.1559643102291408,0.9215686274509803,False,-110029620.37298644,0.6078431372549019,-0.3230221194145297,-0.594581023262069,-0.5638249428967271,True,
UGC05414,ok,6,1.0,55.0,1.47,0.0,4.11,3.08,4.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 118669098604.99043, ""nfw_r_s_kpc"": 9999.999999888258}",0.7032541301948244,0.20471218544545058,0.2049920269093333,True,"{""nfw_outer_amp"": 127322444218.3657, ""nfw_outer_r_s_kpc"": 9999.999999992939}",0.0033995862930369047,0.8616620137064195,0.23701531737981793,0.2011938708554605,True,"{""iso_v0_kms"": 62.19622978471553, ""iso_r_c_kpc"": 2.9475687069130094}",0.06512844282409015,0.05721991377462564,0.06152840308274504,True,"{""log_amp"": 5932922.165040911, ""log_r0_kpc"": 9999.99999999999}",0.7029812170093465,0.2046765652229409,0.20495575054415835,True,True,-0.2137694632815632,0.75,False,-642271.6398391756,0.25,-0.00041210649231882,-0.00041210648924305815,0.09161575307215264,True,
UGC05716,ok,12,2.0,54.0,1.14,73.1,12.37,5.0055,4.0,8.0,True,0.5,0.7,True,"{""nfw_amp"": 193757.80077560976, ""nfw_r_s_kpc"": 8.748532180797824}",0.3106949313424289,0.07129699353534558,0.03954250541819877,True,"{""nfw_outer_amp"": 160064.09144820203, ""nfw_outer_r_s_kpc"": 7.4952994031394615}",0.29970659394221333,0.5510488981754712,0.05729351020367074,0.046125917447990133,True,"{""iso_v0_kms"": 68.11464471077588, ""iso_r_c_kpc"": 2.713197805454802}",0.9475155197093711,0.28886114325535844,0.09016003581129871,True,"{""log_amp"": 6494.650735572879, ""log_r0_kpc"": 4.597627880879023}",0.3940168113372975,0.05164374477913258,0.03995827320343912,False,False,-0.03989098148604983,0.75,False,-340768.0571909706,0.75,-0.6944905879418046,-0.7526039467157379,-0.581533392398577,True,
UGC05721,ok,23,1.0,61.0,0.38,79.7,6.74,1.476,8.0,15.0,True,0.5,0.7,True,"{""nfw_amp"": 72562.51691228019, ""nfw_r_s_kpc"": 2.732779080953058}",0.8152977573958375,0.34096189612631916,0.22533176087426207,True,"{""nfw_outer_amp"": 35579.13197411223, ""nfw_outer_r_s_kpc"": 1.3379023998123676}",0.06593204401974061,3.447474888470387,0.9077452612552823,0.4878676697640116,True,"{""iso_v0_kms"": 76.32550000105363, ""iso_r_c_kpc"": 0.8581610535570451}",0.4568753064713032,0.2115322571940977,0.13810060243299976,True,"{""log_amp"": 7436.921386784537, ""log_r0_kpc"": 1.417523633514405}",1.106782153930469,0.37229376524623303,0.25463186050272013,True,False,-1.043743577126782,1.0,True,20030621.744882345,0.5,-0.7881570624785545,-1.0461436335037055,-0.8994315880419905,False,
UGC05750,ok,11,1.0,64.0,3.46,0.0,22.85,7.612,7.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 55643889871.814125, ""nfw_r_s_kpc"": 9999.999939141882}",1.8083055597328979,0.46391846288115884,2.126498534137488,True,"{""nfw_outer_amp"": 216157.4529145516, ""nfw_outer_r_s_kpc"": 10.065818768404855}",0.02193089532352674,16.14381805622366,1.4327226585290567,7.533808546734295,True,"{""iso_v0_kms"": 76.90959614475173, ""iso_r_c_kpc"": 7.075010703450333}",0.10064821958728959,0.147718011838012,0.46116090273445065,True,"{""log_amp"": 2781421.90436033, ""log_r0_kpc"": 9999.99999999999}",1.80824205924986,0.46387640879036635,2.1260233320856887,True,True,-1.7251363783840379,1.0,True,-1174657.5603244945,0.7142857142857143,-0.0016764416778746183,-0.7673149550589644,-0.6078634753649885,True,
UGC05764,ok,10,2.0,60.0,1.17,0.0,3.62,2.574,7.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 50582.806715533334, ""nfw_r_s_kpc"": 3.542796447460961}",3.1298543001399084,0.21306354652689163,0.18630104469783143,True,"{""nfw_outer_amp"": 1948.8619955370546, ""nfw_outer_r_s_kpc"": 0.03000000000000001}",0.1466897633717755,1221.016793453348,6.967046956497161,2.8756368656418614,True,"{""iso_v0_kms"": 52.79994935877237, ""iso_r_c_kpc"": 0.9304938575180965}",1.3761971128313386,0.11727076098411096,0.11661290120609029,True,"{""log_amp"": 4645.3802194193095, ""log_r0_kpc"": 2.2651403922920967}",3.4825688296161275,0.2163316666390657,0.19628647942553967,True,False,-4.0205686989319505,1.0,True,14241762.278807407,0.0,-0.650239106369086,-1.7304709114329535,-1.2788505463528272,True,
UGC05829,ok,11,2.0,34.0,1.99,0.0,6.91,4.378,6.0,5.0,True,0.5,0.7,True,"{""nfw_amp"": 89067459.7911222, ""nfw_r_s_kpc"": 303.82593223689275}",0.07705842000254935,0.12454740030071706,0.0896156096019015,True,"{""nfw_outer_amp"": 93354046660.25613, ""nfw_outer_r_s_kpc"": 9999.999999354819}",0.01454146365850951,0.07991531681432112,0.1236364168241286,0.09275325956823899,True,"{""iso_v0_kms"": 57.50079005369187, ""iso_r_c_kpc"": 3.0203613261834663}",0.1768925873956187,0.14175865447910319,0.12236422907109747,True,"{""log_amp"": 109808.65856692338, ""log_r0_kpc"": 227.6244896077826}",0.0770616318542717,0.1245449293325232,0.08961279321595973,False,False,0.018577744830365284,0.16666666666666666,False,547349.6302824703,0.5,-0.02442022801248598,-0.000754534491864689,0.03293929823118873,True,
